completeness_percent,publisher,quality_score,pid,error_percent,id,weighted_error_percent,weighted_quality_rating,schema_version,title,quality_rating,weighted_quality_score,weighted_completeness_percent
19.05,,32.78,4ac15572-fe9a-46d3-860d-a46b616181f7,53.49,bbd0a590-f4ee-4133-abe0-696cb247b3e0,55.56,Not Rated,1.1.7,Labour Force Survey (Longitudinal),Not Rated,38.88,33.33
4.76,,29.12,0ceaaedc-4904-4820-8b74-d6a8e679fb11,46.51,bbed7a4e-0c38-48b8-b4f8-b617ec307f59,46.03,Not Rated,1.1.7,1958 National Child Development Study (NCDS),Not Rated,29.36,4.76
28.57,ALLIANCE > HQIP,46.84,ac7016ce-f7a9-4c71-bebb-6af6efa27844,34.88,bc236fba-2935-4406-aaa9-0006cbbf693d,34.92,Not Rated,1.1.7,National Cardiac Audit Programme - National Audit of Percutaneous Coronary Interventions (PCI),Not Rated,44.45,23.81
19.05,,33.95,ae2192ce-7d75-4cec-8ebd-e07c2eacb7c3,51.16,bd18eb49-9789-4ed3-a6c1-7b4f851ec2e7,50.79,Not Rated,1.1.7,"Urinary tract infections acute presentations: microbiology, treatment, outcome",Not Rated,41.27,33.33
83.33,ALLIANCE > SAIL,80.03,17056e83-ee5a-4fe7-86e1-f09563256be1,23.26,bd87cdf4-ec39-41f6-bb07-c19f10372840,26.98,Silver,1.1.7,Education Daily Attendance Dataset,Silver,81.75,90.48
64.29,ALLIANCE > NHS DIGITAL,60.05,3d348613-2d66-4814-a294-7e0c365f43f8,44.19,bdc17b2c-8b0f-4959-ab9b-e2de32d8a5f9,49.21,Not Rated,1.1.7,Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Events,Not Rated,64.28,77.78
19.05,,32.78,0bf54842-c1db-4bdb-9f55-c5be490bf758,53.49,bdc4999c-71f6-4e94-aabc-e232ff423f10,55.56,Not Rated,1.1.7,Referral to Treatment Times (RTTD),Not Rated,38.88,33.33
59.52,ALLIANCE > OXFORD UNIVERSITY HOSPITALS,65.81,9de2f365-4c5d-4252-acee-6270b113aa93,27.91,be1368c6-c97f-4ce0-8322-f97ccb28b9c3,31.75,Bronze,1.1.7,Oxford Healthcare Workers,Not Rated,68.25,68.25
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,22aa219f-f3c8-4a25-822e-aa2504f6f29a,18.6,be77a483-2eff-4c05-8091-035fe79b3c8a,19.05,Bronze,1.1.7,Barts CTU,Bronze,70.64,60.32
19.05,,31.62,a05aef07-c3fa-4331-905a-6b6f58eac3d5,55.81,be8ec01c-20ea-4863-ba7c-6d103df85a42,60.32,Not Rated,1.1.7,2011 Census - COVID19 Research Database Subset,Not Rated,36.5,33.33
19.05,,33.95,9f689ef4-26c6-4f85-80ff-5116974f315a,51.16,bf36d50c-111e-462a-be66-9ef586df1afb,50.79,Not Rated,1.1.7,Practice postcode linked deprivation measures for CPRD Aurum,Not Rated,41.27,33.33
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,38.57,2c6adf80-f30b-46c9-b9d4-fe3e68622469,39.53,bf83ada4-b72e-4789-b177-12a53aa763ea,38.1,Not Rated,1.1.7,TheatreEvents,Not Rated,38.09,14.29
19.05,,31.62,cc7aa34f-81df-42f8-ad69-80e136c48bf1,55.81,bfbd3c63-8902-4242-97d5-ca935591e8cb,60.32,Not Rated,1.1.7,EU Farm Structure Survey Wales (EUFS),Not Rated,36.5,33.33
19.05,,32.78,55a744c4-a2d4-4ea0-b0eb-1af6e1465383,53.49,c01fbdae-33e3-4839-b842-3b61a722a925,55.56,Not Rated,1.1.7,"Ventilatory strategies, medications and outcomes for patients with COVID",Not Rated,38.88,33.33
71.43,ALLIANCE > TISSUE DIRECTORY,76.42,b3ec5c18-e339-4bd8-8a59-5a3445a81f16,18.6,c03468f4-ba51-4d9f-a785-f041adb84724,17.46,Bronze,1.1.7,Daisy Tumour Bank,Silver,73.02,63.49
19.05,,32.78,3ddfccc3-ba32-4653-a999-966b8d6c412f,53.49,c13ee365-cc04-4512-b371-7908fb717525,55.56,Not Rated,1.1.7,Hospital Episode Statistics Accident and Emergency,Not Rated,38.88,33.33
95.24,ALLIANCE > CYSTIC FIBROSIS TRUST,88.32,19bc55c2-13d7-4488-a52c-35287483ea4e,18.6,c1682cb7-8f43-49fa-b66a-0a4a205885d3,25.4,Gold,1.1.7,Cystic Fibrosis Patient Demographics,Gold,87.3,100.0
19.05,,33.95,56a66de8-3470-4a36-ac71-4d5471e72654,51.16,c22e5f4e-02e2-4b54-b895-5e31b75a1f44,50.79,Not Rated,1.1.7,National Radiotherapy Dataset (RTDS) for CPRD GOLD,Not Rated,41.27,33.33
19.05,,32.78,98372a87-f3e6-475d-be12-46c0f9587413,53.49,c230a8d8-bf78-4713-8f2f-312162e92e55,55.56,Not Rated,1.1.7,COVID-19 Vaccination Status,Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,ba0edcaf-854d-4907-851a-280b56128b3b,18.6,c2c77d1a-d4d8-40cd-95f3-31912d4bd561,17.46,Bronze,1.1.7,NICAM: Nilotinib treatment for c-KIT mutated advanced AMM,Bronze,71.43,60.32
95.24,ALLIANCE > SAIL,89.48,7465c65e-c321-42e9-a2f4-6bc664caf1fc,16.28,c2ddca9f-f144-437b-ac7a-0a628a50ba1a,20.63,Gold,1.1.7,Outpatient Referral,Gold,89.69,100.0
80.95,ALLIANCE > NHS DIGITAL,77.69,9a434a5c-563b-4da1-9133-9994960ade54,25.58,c2e112a0-a198-46b0-9a0c-ec91edfb6839,26.98,Silver,1.1.7,National Diabetes Audit,Silver,80.16,87.3
19.05,,30.45,ce60d677-6263-4d41-9d45-d3c7ebb3ee36,58.14,c303bdc0-fa5d-4c22-84ca-83577446062d,65.08,Not Rated,1.1.7,Covid Lateral Flow Test (CVLF),Not Rated,34.12,33.33
4.76,,29.12,cd8f4e44-0228-4abd-9286-0509afe9427e,46.51,c34e6ba2-f857-43e9-9cf5-372a44347833,46.03,Not Rated,1.1.7,University College London - Edinburgh-Bristol (UCLEB) multi-omics consortium,Not Rated,29.36,4.76
71.43,ALLIANCE > TISSUE DIRECTORY,76.42,85113a93-89ed-40e3-a479-33b461b91858,18.6,c3b4f4f2-953e-4470-bedd-9d09fd30a508,17.46,Bronze,1.1.7,TRICON8,Silver,73.02,63.49
78.57,ALLIANCE > PUBLIC HEALTH SCOTLAND,75.33,a05aef07-c3fa-4331-905a-6b6f58eac3d5,27.91,c4426ec2-fbf0-45b2-9f68-0477527257a0,33.33,Silver,1.1.7,2011 Census variables (and variable breakdowns),Bronze,76.98,87.3
19.05,,32.78,97896866-ab5e-408a-ac5a-072802db9faf,53.49,c474492c-1c9d-4e94-bc85-270aab69a74d,55.56,Not Rated,1.1.7,Diagnostic and Therapy Services Waiting Times (DATW),Not Rated,38.88,33.33
19.05,,32.78,c7b1e328-f2d7-4d11-b38f-ce9930b95ca0,53.49,c47f463f-6e7e-4abb-b9bc-010ae68156b7,55.56,Not Rated,1.1.7,National Waiting List Open Pathways,Not Rated,38.88,33.33
57.14,ALLIANCE > UNIVERSITY OF NOTTINGHAM,63.45,596077a9-298b-44cc-aa7a-81f04cf5dcb3,30.23,c66f943f-4307-4486-817c-49f6d8b9fd6b,36.51,Not Rated,1.1.7,PANTHER study,Not Rated,65.08,66.67
19.05,,33.95,5844bde6-628d-4e76-bb56-3534e2728eb6,51.16,c6859b1b-4d5b-46bd-8532-089cff743be7,50.79,Not Rated,1.1.7,Child Health Systems Programme - 4-5 year review,Not Rated,41.27,33.33
54.76,HUB > BREATHE,64.59,bc5d6d69-ec03-42fe-a63b-638c25c5258c,25.58,c6e2fffb-4817-462e-ba7e-ff546728f3d1,25.4,Not Rated,1.1.7,Exogenous sex steroid hormones and asthma in females of reproductive age,Not Rated,61.11,47.62
64.29,ALLIANCE > NHS DIGITAL,60.05,334afc50-a05a-43b9-aa1e-a012a22733e0,44.19,c713773c-e961-400e-b44a-947002deb073,49.21,Not Rated,1.1.7,Mental Health & Learning Disabilities Dataset v 1 (Non-Sensitive) Episodes,Not Rated,64.28,77.78
76.19,ALLIANCE > TISSUE DIRECTORY,77.63,b3b790a7-a455-4efb-9c68-60e7131cb836,20.93,c78122ae-8be1-40d7-8567-b83059941c16,19.05,Bronze,1.1.7,SCOT translational sample collection,Silver,73.81,66.67
19.05,,33.95,865c99c4-bbe9-45de-83b9-290fb54d5470,51.16,c8654ef8-585c-4ac4-ac0e-33a875d407a1,50.79,Not Rated,1.1.7,UHB Linked Diabetic Eye Disease in Acute Diabetic Hospital Admissions,Not Rated,41.27,33.33
19.05,,33.95,1d5b9205-dae4-4b0e-a3d3-04707875edf8,51.16,c8edcbd8-40e6-4c34-b138-307a94c19cc0,50.79,Not Rated,1.1.7,Admissions and Discharges,Not Rated,41.27,33.33
19.05,,32.78,c43501ec-08b4-4d33-a7dd-d19fca821925,53.49,c8f36174-aaa7-4388-bea9-48fffb2c441c,55.56,Not Rated,1.1.7,HES Accident and Emergency data for CPRD Aurum,Not Rated,38.88,33.33
19.05,,32.78,fa257aa8-51fc-4eb7-a448-e473fa54686d,53.49,c9322345-9fe2-404e-8dcb-0b4d8856459b,55.56,Not Rated,1.1.7,Emergency Department Dataset Daily (EDDD),Not Rated,38.88,33.33
19.05,,32.78,15cf4241-abad-4dcc-95b0-8cd7c02be999,53.49,c93ff611-458c-4fc8-bb94-5274988f7f7f,55.56,Not Rated,1.1.7,Annual District Death Extract (ADDE),Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,f86400cb-7cab-4e34-aab6-57138b6a96c2,16.28,c960ffab-a94c-45e3-96a0-598719acfbf5,15.87,Bronze,1.1.7,National Diet and Nutrition Survey (NDNS),Silver,72.22,60.32
64.29,ALLIANCE > NHS DIGITAL,60.05,01c88a30-b14d-401e-82bb-165cbde81942,44.19,c97b8058-a6a4-4c8d-92e1-6e9f4cddd301,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4.1 (Non-Sensitive) Records,Not Rated,64.28,77.78
19.05,,33.95,f5f6d882-163d-4ef1-a53e-000fba409480,51.16,c9809e56-5b29-4ab4-a5f3-f72a2d6419fc,50.79,Not Rated,1.1.7,COVID-19 Test Results (PATD),Not Rated,41.27,33.33
19.05,,33.95,1d574c14-1af0-490d-9c4e-be88cfd0e345,51.16,c9c2f711-00a0-4b5a-abf8-2d1353d7cd67,50.79,Not Rated,1.1.7,CPRD Aurum,Not Rated,41.27,33.33
73.81,ALLIANCE > NHS DIGITAL,72.95,2004c512-f7c9-4995-b820-55f36aa3fad2,27.91,ca05a688-c305-4ebd-967f-facb010c29bf,26.98,Silver,1.1.7,Secondary Uses Services Payment By Results,Bronze,76.98,80.95
95.24,ALLIANCE > CYSTIC FIBROSIS TRUST,88.32,11360490-8da3-4a25-bb87-4fcc249b9af5,18.6,ca2c6ec0-00ce-42fc-a077-88911259576c,25.4,Gold,1.1.7,Cystic Fibrosis Patient Annual Review Encounters,Gold,87.3,100.0
19.05,,32.78,c294bb01-062b-494e-942b-1efe8cbac3dc,53.49,ca8c912d-82c4-481e-b17a-b567e3bf3c72,55.56,Not Rated,1.1.7,NHS Tayside and Fife Haematology (Lab Data Restructured),Not Rated,38.88,33.33
95.24,ALLIANCE > CYSTIC FIBROSIS TRUST,87.16,f72e80fc-dcd3-4457-ae91-dd14449002dd,20.93,caa644b6-a50d-455b-bee1-96232443e2b9,30.16,Silver,1.1.7,Cystic Fibrosis Patient Liver Enzyme,Gold,84.92,100.0
4.76,,29.12,97ac8a7d-30b9-4fa6-84db-b4f9430fc1d6,46.51,caab69a0-b560-4320-ac61-557f81f37ae3,46.03,Not Rated,1.1.7,The Million Women Study,Not Rated,29.36,4.76
19.05,,33.95,be7efa4f-e500-4a54-8157-6c4442a7e8a8,51.16,cace4854-a8de-4487-9c43-fe580b341d26,50.79,Not Rated,1.1.7,Northern Ireland Regional Maternity system (NIMATS),Not Rated,41.27,33.33
19.05,,33.95,b54d9224-a03f-4d53-8de8-c253b65a8172,51.16,cb0b4506-8c28-4cad-abf0-1abaf59c6a2c,50.79,Not Rated,1.1.7,ECHO,Not Rated,41.27,33.33
71.43,ALLIANCE > TISSUE DIRECTORY,76.42,e0b951ba-0f7d-4743-9374-b965042accdd,18.6,cb7370a6-a1b0-4473-a32f-ec85ec0155a5,19.05,Bronze,1.1.7,UKCTOCS Longitudinal Women's Cohort (UKLWC),Silver,72.22,63.49
19.05,,33.95,6fe7e004-eb51-4c7b-9905-1ec9a4827dca,51.16,cbab40e4-9e61-4466-b706-db47771d2512,50.79,Not Rated,1.1.7,Congenital Anomaly Register and Information Service (CARIS),Not Rated,41.27,33.33
19.05,,32.78,d94a604c-5733-4f07-93bb-e77b6ea2313f,53.49,cbb0568c-510e-49de-af43-edb9345535a8,55.56,Not Rated,1.1.7,Falls & Fragility Fracture Audit  Fracture Liaison Service  clinical dataset,Not Rated,38.88,33.33
19.05,,31.62,69a356d6-599e-4d02-8241-066ce3c297bd,55.81,cc1a15ea-1bca-42c5-9915-8e6bfd733d6e,60.32,Not Rated,1.1.7,SARS-CoV-2 viral sequencing data (COG-UK data) - Lineage/Variant Data - Scotland,Not Rated,36.5,33.33
64.29,ALLIANCE > NHS DIGITAL,60.05,c00d5ad2-d5d2-4318-8849-4c2fe52aabd0,44.19,cc383a3f-1c47-4b7d-99cf-be8ee0afe401,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4.1 (Sensitive) Records,Not Rated,64.28,77.78
73.81,ALLIANCE > TISSUE DIRECTORY,76.44,18bc81e3-7d99-4152-bd7a-3c90ee7e489d,20.93,cde234d0-748b-4df6-a59d-3268cc7e8c1d,19.05,Bronze,1.1.7,RIO,Silver,72.22,63.49
92.86,ALLIANCE > SAIL,88.29,bff94600-a254-4111-82f7-6167084d81ca,16.28,ce192e2e-4f31-4bb0-9c1f-5c4173c03011,20.63,Gold,1.1.7,Postponed Admitted Procedures,Gold,88.89,98.41
19.05,ALLIANCE > BARTS HEALTH,39.76,173d07ab-5930-4d19-b3de-dcca193e62fd,39.53,ce1bcddb-a6af-4511-84c6-2a252d3eb202,38.1,Not Rated,1.1.7,Maternity Services Dataset,Not Rated,38.88,15.87
19.05,,33.95,29a714e1-5289-4362-be24-2848c954344e,51.16,ce251255-cef6-4963-9ca5-ec798ab157d2,50.79,Not Rated,1.1.7,CAFCASS Wales (CAFW),Not Rated,41.27,33.33
92.86,HUB > DISCOVER NOW,85.97,65dad445-ed81-4005-9f5a-4f8a7164043e,20.93,ce896b89-5f4a-407c-bb10-7eec51089458,26.98,Silver,1.1.7,North West London Community Data (NWL COM),Silver,84.92,96.83
95.24,ALLIANCE > SAIL,90.64,8a8a5e90-b0c6-4839-bcd2-c69e6e8dca6d,13.95,cea328df-abe5-48fb-8bcb-c0a5b6377446,15.87,Gold,1.1.7,Welsh Demographic Service (WDS),Gold,92.06,100.0
71.43,HUB > BREATHE,77.58,490747bf-b268-41f3-8f35-f6bc4a4bdbfa,16.28,cf64602c-7703-4f29-bd90-e0d511e2b24e,17.46,Bronze,1.1.7,4 LMIC Asian Country ChrOnic: estimating respiratory disease burden in adults,Silver,71.43,60.32
92.86,ALLIANCE > SAIL,88.29,0bf54842-c1db-4bdb-9f55-c5be490bf758,16.28,cfdb9fbd-9f67-435c-b257-6b51430451bb,20.63,Gold,1.1.7,Referral to Treatment Times,Gold,88.89,98.41
19.05,,31.62,0b630200-1e7c-4b19-ad53-bcc8863f7ade,55.81,cfea1343-daea-43cf-b73c-c4eebecee182,60.32,Not Rated,1.1.7,Labour Force Survey (Household),Not Rated,36.5,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,cd833805-f0a8-4ddb-a50d-b12695c92120,16.28,d006821e-a507-4699-b560-b5d023e09d4b,15.87,Bronze,1.1.7,Cancer Group CTR Cardiff trials,Silver,72.22,60.32
19.05,,33.95,f9cf4be7-fbc9-4601-8beb-5d3c3596bf04,51.16,d07f2709-ccc7-410b-9b73-a45918e21fed,50.79,Not Rated,1.1.7,Child Health Systems Programme - 6-8week review,Not Rated,41.27,33.33
19.05,,32.78,f857055b-c29e-4c7f-99ce-65f4ed59648e,53.49,d094b10a-b1b4-4805-9424-33547e9c46ba,55.56,Not Rated,1.1.7,National Vascular Registry Audit - Carotid Endarterectomy Clinical Dataset,Not Rated,38.88,33.33
28.57,ALLIANCE > HQIP,46.84,a464c126-8591-4af6-a10f-99c020f59527,34.88,d15b6d4a-a5de-4df4-8f29-4a8926af8024,34.92,Not Rated,1.1.7,National Audit of Psychosis - Early Intervention Psychosis Audit patient experience survey,Not Rated,44.45,23.81
92.86,ALLIANCE > SAIL,88.29,50ef6443-ed4b-40f9-97fb-1cfd53be6579,16.28,d27f265d-8931-4f76-83a2-cb47189a53f0,17.46,Gold,1.1.7,Welsh Dispensing Dataset,Gold,90.47,98.41
19.05,,32.78,877a7275-b99d-4ed4-9691-de577e0ab49e,53.49,d2981964-3ff7-47e2-91e1-ac5812227a80,55.56,Not Rated,1.1.7,NIHR IBD BioResource: Case report form,Not Rated,38.88,33.33
33.33,ALLIANCE > NHS DIGITAL,41.09,55614ed3-2484-4408-a4e9-e5fffed9e8e4,51.16,d2af6a29-291b-4444-a17c-40f4208f1e1b,53.97,Not Rated,1.1.7,Patient Reported Outcome Measures,Not Rated,46.03,46.03
95.24,ALLIANCE > SAIL,88.32,204fa806-071d-4410-9c2c-143017d32d24,18.6,d2da2750-7482-4ce9-ae5c-2ab393408a67,25.4,Gold,1.1.7,Education - Wales,Gold,87.3,100.0
19.05,,32.78,da91f0eb-1761-485b-8b7f-9121b6a1d004,53.49,d3010e1b-09ea-49e5-a5fb-3cf5a030fda6,55.56,Not Rated,1.1.7,Cancer Network Information System - CNIS / CANISC,Not Rated,38.88,33.33
19.05,,32.78,87966461-0162-4649-84e3-76adc5cd0274,53.49,d3e74665-3555-4955-823f-37295862e4b6,55.56,Not Rated,1.1.7,HES Critical Care data for QResearch,Not Rated,38.88,33.33
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,39.73,6590f79d-cfea-4695-9fe0-dc5f85e6d273,37.21,d3fd4dac-2d15-401c-8185-905ee108d9ce,36.51,Not Rated,1.1.7,JANUS,Not Rated,38.89,14.29
19.05,,32.78,12a77014-4a77-4eb1-8b26-f49689352d1b,53.49,d42aa93a-ecc3-480b-a55b-d089dbc11413,55.56,Not Rated,1.1.7,Annual District Birth Extract (ADBE),Not Rated,38.88,33.33
19.05,,33.95,49b67625-4c9a-4101-a982-e733e7db20ca,51.16,d4683e8d-9c3f-4e5e-874c-80333a1ef719,50.79,Not Rated,1.1.7,National Neonatal Audit Programme - clinical audit,Not Rated,41.27,33.33
19.05,,32.78,e50d2b20-ef95-43fe-bbf0-83224d88e480,53.49,d524cd6b-14be-44a5-868c-f3e187d4e5d8,55.56,Not Rated,1.1.7,Follow-COVID,Not Rated,38.88,33.33
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,39.73,5d7465f6-ced8-434b-9907-d357ad125024,37.21,d57a096a-4fa3-4529-b508-0b9df0f1893c,36.51,Not Rated,1.1.7,OUH Patient Master Index,Not Rated,38.89,14.29
47.62,OTHER > The University of Cambridge,62.18,c1fa9b47-a954-4587-a0c2-bae0f3ec2b9b,23.26,d58d02f1-47c2-44fc-b16e-4f6cbbb46e62,22.22,Not Rated,1.1.7,INTERVAL,Not Rated,60.32,42.86
4.76,,29.12,198bd2cc-ca40-4dff-992c-a9480703fc37,46.51,d5af13e0-cbcc-47f9-8d85-21867f198051,46.03,Not Rated,1.1.7,Use of digital auscultation to improve diagnosis of paediatric pneumonia,Not Rated,29.36,4.76
52.38,OTHER > UNIVERSITY OF CAMBRIDGE,61.08,9e89af6b-bfa8-43dc-a2d4-5540c899a670,30.23,d614f4fc-fae9-4775-86d9-4d4710017cf4,34.92,Not Rated,1.1.7,TRACK-COVID,Not Rated,63.49,61.9
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,a1d16f3f-c7e7-41c5-a071-07889bf49ab1,18.6,d6296f3e-ccd9-46a5-acc9-50eb5aa41c56,17.46,Bronze,1.1.7,UNIRAD UK Sample collection,Bronze,71.43,60.32
19.05,,32.78,3afbb83d-d47b-43b3-a202-0d3081e5d294,53.49,d6d1588d-b65c-479d-8f15-7fddf5ed4cc0,55.56,Not Rated,1.1.7,NACAP Pulmonary rehabilitation - clinical audit,Not Rated,38.88,33.33
19.05,,31.62,5345e2b8-13f3-41ce-9f56-87aaa9f3f55e,55.81,d7b7faa1-e8c5-4c0b-8dc0-a9af1ec659da,60.32,Not Rated,1.1.7,UK BioLAM,Not Rated,36.5,33.33
19.05,,32.78,4bcf64a6-f404-4ef4-ae6e-172512ab5f43,53.49,d7eeb562-2433-47c9-8b3f-72d55c24bb45,55.56,Not Rated,1.1.7,HES Admitted Patient Care data for CPRD GOLD,Not Rated,38.88,33.33
4.76,,29.12,a3d85fd2-9df3-4f6e-9035-0830a3488ddb,46.51,d7f1b4ab-ae3c-4318-afc9-1b561d46d442,46.03,Not Rated,1.1.7,Research on use of an online learning platform on under-five pneumonia,Not Rated,29.36,4.76
19.05,,31.62,9cff3fc9-25d6-49fe-8218-dbbc3b3bc1ab,55.81,d864c698-b98c-4a1e-9c6a-7b941d61a35c,60.32,Not Rated,1.1.7,BathTAP Headache Cohort 1,Not Rated,36.5,33.33
19.05,,32.78,1abc859e-4ac6-431a-b550-af1afb36df1b,53.49,d89732fc-1bc3-4bd6-a634-9e9d03f3fea4,55.56,Not Rated,1.1.7,HIV PiNS,Not Rated,38.88,33.33
19.05,,32.78,1fe02b65-7b77-43bf-93c8-4f0743fee672,53.49,d8fddd9b-56f2-44a5-9bf9-9efd8d727a8a,55.56,Not Rated,1.1.7,COG-UK Viral Genome Sequences,Not Rated,38.88,33.33
4.76,,29.12,f4f0ef1a-46cf-4734-8516-3adb0b62ae6d,46.51,d95be3ed-f767-4ea5-9e4d-295446f68eb5,46.03,Not Rated,1.1.7,Generation Scotland: Scottish Family Health Study,Not Rated,29.36,4.76
19.05,,32.78,3c661240-e4d2-456c-a809-133c23f9c469,53.49,d977abd8-a966-4b4c-99f0-7a4c368f9934,55.56,Not Rated,1.1.7,National Vascular Regsitry - Oragnisational Audit dataset,Not Rated,38.88,33.33
19.05,,31.62,f866b225-10b8-4df4-9c32-072411f816d8,55.81,d9fc7ff7-6de4-4757-a2e3-d49f222ea1dd,60.32,Not Rated,1.1.7,CDE Documentation,Not Rated,36.5,33.33
19.05,,33.95,572b3ccd-4213-4a41-9255-3096952a2954,51.16,da139725-1b1e-4ccd-83ab-2951d2fedca5,50.79,Not Rated,1.1.7,Deeply phenotyped clinical data for hospitalised Atrial Fibrillation patients,Not Rated,41.27,33.33
4.76,,29.12,2c31cb1c-2b3d-40c5-b8d4-bf0b81f089b4,46.51,da191840-9037-4e1f-8e6c-ec66eb80b798,46.03,Not Rated,1.1.7,Child Health Systems Programme - School,Not Rated,29.36,4.76
95.24,ALLIANCE > SAIL,90.64,cfdafacb-48f0-4ad8-9f20-193a5eec2da4,13.95,da5098df-414f-48e0-aaa7-7e2277f80eb7,15.87,Gold,1.1.7,Looked After Children Wales,Gold,92.06,100.0
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,a218d0b4-0273-4a04-ba17-c01dae6dcf33,16.28,da9cdc4c-2790-47f4-b4b5-76e87ce450ae,15.87,Bronze,1.1.7,King's Health Partners Cancer Biobank,Silver,72.22,60.32
64.29,ALLIANCE > NHS DIGITAL,60.05,a1154967-a80e-41da-a9ae-6183584ecf6b,44.19,db113fcd-69a0-4357-9c6d-250085deb3f5,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4.1 (Sensitive) Events,Not Rated,64.28,77.78
19.05,,32.78,03e77b9d-57b8-44d5-8d64-9b1325958b22,53.49,db53c086-db48-4f7e-9264-ed44a9154753,55.56,Not Rated,1.1.7,National Vascular Registry Audit  - Lower Limb Amputation clinical dataset,Not Rated,38.88,33.33
80.95,HUB > BREATHE,85.83,9f98a674-12f6-42f4-b1a5-322b3b75eef1,9.3,db89a123-0402-4962-8a8f-78557ba4d84f,11.11,Silver,1.1.7,UK Lung Volume Reduction Surgery,Silver,80.16,71.43
21.43,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,42.11,acfbef89-344c-49a5-8079-7344f4316e0f,37.21,dba474a3-90c4-423d-beb0-5ef79c490d24,36.51,Not Rated,1.1.7,"NHS Tayside, A&E Drugs given during an A&E visit",Not Rated,40.48,17.46
4.76,,29.12,51d41006-727e-43d4-bdb6-f8b427c295c6,46.51,dbcf49c1-f23c-4bb8-8c4f-6fc4e996ff97,46.03,Not Rated,1.1.7,The Consequence of Respiratory Syncytial Virus (RSV) Infection in Young Infants,Not Rated,29.36,4.76
19.05,,33.95,d331159b-b286-4ab9-8b36-db39123ec229,51.16,dc5507d0-807e-4981-906b-731690a5e085,50.79,Not Rated,1.1.7,Outpatient Dataset (OPDW),Not Rated,41.27,33.33
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,762976cc-83d0-4b31-a879-37f87f947406,16.28,dcb4c87b-5884-41c0-b9af-d7d094dd0922,15.87,Bronze,1.1.7,NHS Greater Glasgow & Clyde Bio-Repository,Silver,73.81,63.49
19.05,,33.95,321e3ad6-96b9-4f19-bbc4-d06dfe2a59d5,51.16,dcb8a41b-f2ac-4ee1-9520-b7ef7214e9d6,50.79,Not Rated,1.1.7,NIHR BioResource: Health and Lifestyle Questionnaire,Not Rated,41.27,33.33
19.05,,32.78,6d044471-62d2-4190-b315-503f77d33ef2,53.49,dcd6f957-1fcc-481a-bbd2-89abfe933449,55.56,Not Rated,1.1.7,Prescribing,Not Rated,38.88,33.33
4.76,,29.12,a71d0b2a-620c-4c04-b7bb-45843461db9f,46.51,dd6e4344-9cee-41f3-8062-6bb9cdfda012,46.03,Not Rated,1.1.7,Decode-ME,Not Rated,29.36,4.76
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,b03835b7-7408-49a0-a9aa-ea405f9855c9,16.28,ddbc149a-db56-41de-bd2c-3624149f6e7e,15.87,Bronze,1.1.7,MesobanK,Silver,72.22,60.32
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,039b55f7-d416-49ab-9bdb-4ff7dbc733df,16.28,ddd49721-ff49-4f68-b3f5-e95a417fb0ac,15.87,Bronze,1.1.7,NIMRAD-TRANS,Silver,72.22,60.32
4.76,,29.12,43636f80-27fd-43d0-8556-d0a2de0cd819,46.51,ddf35f0d-ca89-4f74-bbdd-65d1a84b38ca,46.03,Not Rated,1.1.7,VIKING GENES,Not Rated,29.36,4.76
73.81,HUB > BREATHE,79.93,722be723-04bd-48b4-923b-e7d393f0c22b,13.95,de4b46f5-1591-442d-a896-6e0d91657c01,14.29,Bronze,1.1.7,Children's Health in London and Luton (CHILL),Silver,75.4,65.08
19.05,,32.78,2a3dba77-34ff-4781-b273-1b3d54d11f32,53.49,de8d0b95-b968-45f2-8cd4-2c87d72ff729,55.56,Not Rated,1.1.7,UK Renal Registry - COVID-19 dataset,Not Rated,38.88,33.33
95.24,HUB > DATA-CAN,85.99,3f71bef5-c5a2-400c-a482-2ad30b29a240,23.26,df23aabd-3e5f-4fc2-aad6-af990cff6f19,26.98,Gold,1.1.7,Children’s Kidney Cancers - Great Ormond Street Hospital,Silver,86.51,100.0
90.48,HUB > GUT REACTION,83.61,3c749cfc-4008-4916-b64f-969d6a754c0f,23.26,df3cc57d-08ae-4e81-ae79-283d71cf8d95,28.57,Silver,1.1.7,IBD NIHR BioResource: SNP chip data,Silver,83.34,95.24
